timestamp,speed_kmh,throttle,brake,steer,weather,rain,fog,num_vehicles,num_pedestrians,camera_view,collision,lane_invasion,pos_x,pos_y,pos_z,yaw
07:31.32,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:31.49,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:31.65,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:31.82,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:31.98,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:32.15,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:32.32,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:32.48,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:32.65,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:32.82,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:32.99,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:33.15,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:33.32,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:33.49,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:33.66,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:33.82,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:33.99,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:34.16,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:34.33,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:34.49,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:34.66,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:34.83,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:34.99,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:35.16,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:35.33,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:35.49,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:35.66,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:35.83,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.00,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.16,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.33,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.49,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.66,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.82,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:36.99,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:37.18,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:37.35,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:37.51,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:37.68,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:37.85,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:38.02,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:38.19,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:38.36,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:38.53,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:38.70,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:38.87,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:39.04,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:39.21,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:39.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:39.55,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:39.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:39.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:40.05,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:40.21,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:40.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:40.54,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:40.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:40.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:41.05,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:41.21,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:41.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:41.54,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:41.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:41.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:42.05,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:42.22,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:42.39,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:42.55,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:42.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:42.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:43.05,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:43.21,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:43.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:43.55,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:43.71,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:43.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:44.04,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:44.21,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:44.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:44.54,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:44.71,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:44.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:45.04,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:45.21,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:45.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:45.55,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:45.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:45.88,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:46.05,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:46.22,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:46.38,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:46.55,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:46.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:46.89,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:47.06,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:47.22,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:47.39,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:47.56,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:47.72,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:47.89,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:48.07,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:48.24,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:48.41,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:48.58,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:48.74,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:48.91,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:49.08,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:49.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:49.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:49.58,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:49.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:49.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:50.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:50.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:50.43,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:50.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:50.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:50.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:51.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:51.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:51.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:51.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:51.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:51.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:52.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:52.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:52.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:52.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:52.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:52.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:53.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:53.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:53.43,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:53.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:53.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:53.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:54.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:54.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:54.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:54.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:54.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:54.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:55.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:55.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:55.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:55.58,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:55.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:55.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:56.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:56.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:56.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:56.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:56.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:56.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:57.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:57.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:57.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:57.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:57.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:57.93,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:58.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:58.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:58.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:58.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:58.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:58.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:59.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:59.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:59.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:59.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:59.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
07:59.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:00.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:00.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:00.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:00.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:00.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:00.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:01.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:01.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:01.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:01.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:01.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:01.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:02.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:02.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:02.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:02.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:02.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:02.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:03.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:03.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:03.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:03.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:03.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:03.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:04.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:04.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:04.43,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:04.60,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:04.77,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:04.93,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:05.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:05.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:05.43,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:05.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:05.76,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:05.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:06.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:06.26,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:06.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:06.59,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:06.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:06.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:07.09,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:07.25,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:07.42,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:07.58,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:07.75,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
08:07.92,0.0,0.0,0.0,-0.0,Clear Day,0,0,0,0,Chase,0,0,-99.61,10.546,0.001,-79.67
